0,-7.75792885,-6.05182600
1,-3.09092569,7.34074163
39,-3.40912986,-0.12210152
115,5.93206310,22.84257889
2,-3.07468581,-4.32045937
80,6.26342964,23.88584137
3,-1.86470687,10.62508011
4,8.39479828,-28.35182381
185,-8.24567318,-35.50668335
5,5.80189657,-28.91021347
6,7.74565315,-31.26745224
7,-14.83898067,29.13935280
8,9.97090149,-28.33406067
136,-2.67337751,-40.68694687
9,-0.75618613,-3.23008728
10,-9.13018608,9.18141937
55,-13.59456730,0.75821859
11,7.18375921,-23.63537216
129,8.48867607,29.52245903
12,-5.12607908,-0.32073143
13,-6.49541235,-4.83431292
50,-14.32874966,0.77823001
14,0.31049439,-5.03866196
15,-15.58714962,-5.45786047
150,-6.14541197,-34.58799744
16,-1.67151916,-5.74233198
122,9.94399357,32.16847229
17,-5.01373243,-3.76978850
65,-7.73751259,-3.24046946
18,-6.10827875,-3.70496345
143,-13.42161274,-2.43269968
19,6.77759981,-28.20618248
75,-2.12542605,8.67002487
20,7.98025322,-30.61700058
21,-14.12434959,29.27404022
22,10.86934566,-23.61024666
23,-17.83128548,-1.61604393
24,10.04439735,-24.66100502
87,8.07669640,26.41904831
25,9.93994999,-29.44034958
26,0.14176829,-3.96723604
27,-7.90001297,1.17342675
178,-16.35709572,-6.73520517
28,8.36435318,-26.60544968
70,-24.65432358,2.16525364
29,-6.43886900,-0.48240194
30,-1.89793587,-2.67337680
45,-18.08079147,3.77283955
31,-14.56762028,-4.85778713
40,-8.63930607,14.21512127
32,-2.03974390,-3.85416627
101,9.96389484,30.16386223
33,-6.88825607,0.86512798
157,-13.24536610,-3.47937346
34,8.58218384,-23.79599953
60,-25.02887726,2.46116543
35,-16.74535561,-2.21595407
36,8.89384937,-22.96709633
94,8.46337414,30.57488823
37,-15.49151611,-2.64819312
38,7.95287752,-26.35799980
108,9.16256428,26.92094231
164,-6.99249458,-34.92332077
41,-3.09208107,36.81560516
42,-3.09208107,36.81560516
171,-6.01497841,-40.50162125
43,-10.15536213,37.46745682
44,-10.41649342,37.71434784
46,-7.05182219,32.16517639
47,-6.49251366,31.84317589
48,-14.30345345,30.84895134
49,-11.71633625,12.95969105
51,-6.45115566,33.30921173
52,-0.19024627,28.54260254
53,-12.53816605,32.33567047
54,-13.38851929,32.09037781
56,-0.06903525,28.63730621
57,-5.75676298,32.95333099
