0,-7.38507891,23.92434311
1,12.14626789,22.64636040
39,-1.60799253,36.87239456
115,13.85885715,15.22355366
2,-12.55866337,28.94458961
80,-11.39787865,31.14916801
3,8.47160816,15.65235519
4,1.30988073,-7.95251274
185,-12.79496384,16.62947655
5,10.01142311,-21.44518471
6,-2.75932050,-14.20625782
7,10.31707287,8.80232334
8,0.20587492,16.47790909
136,-6.45514536,18.15637589
9,11.75722408,7.46900558
10,-18.25418282,-24.68899918
55,0.78761536,-14.40846634
11,13.36813736,7.94745541
129,15.74366570,-23.75815964
12,-2.64525747,12.17649937
13,-13.99584675,26.83802032
50,10.81462669,-28.24841690
14,8.96822357,28.02564430
15,-9.53669262,34.26739502
150,-17.34852600,18.60383606
16,-2.29596448,37.50225830
122,-1.66551399,10.56556034
17,-3.02973604,38.16905212
65,-1.41512775,28.19096756
18,-1.66041982,33.22747421
143,-14.69496632,25.63759232
19,1.20258594,16.99966431
75,2.39096236,13.66651630
20,3.49854994,-12.64182377
21,2.85606408,-10.73055649
22,13.83850861,8.02718639
23,-6.59229803,34.51137161
24,-1.11811149,34.42706299
87,1.09865940,34.12019730
25,-8.55047417,38.67729568
26,-0.10189190,35.60819626
27,-8.51025200,37.02933884
178,-5.99577332,20.62096214
28,2.27047896,16.73224640
70,2.80133247,14.71045399
29,0.25303257,15.11739349
30,2.64964533,26.60528374
45,-0.35269690,-14.78445053
31,-6.85549259,24.20534134
40,-0.31828496,27.21143532
32,10.24159718,28.62368393
101,-0.94288886,9.12700844
33,-7.11700344,33.82148743
157,-7.48669243,25.14398575
34,8.49020195,26.70752525
60,4.44901657,15.09819698
35,-7.67290592,37.71200180
36,8.98843765,26.77191544
94,6.62527990,29.84785843
37,-5.70751572,23.88976097
38,-12.09515762,29.81974792
108,13.23863029,15.92227650
164,-8.92914009,35.49550247
41,4.89300966,-6.02471638
42,0.47853801,12.10255909
171,-6.29909611,19.01506615
43,11.43511295,-21.73856544
44,11.37632370,-22.09668350
46,13.61385536,-22.08737946
47,13.38597965,-22.36569214
48,14.32611752,-24.77590942
49,-0.44415158,-15.63767815
51,2.90233088,-41.72694397
52,20.20517731,-26.71852493
53,19.50479889,-27.56133270
54,19.30008316,-27.33700752
56,21.88407898,-33.92158508
57,21.61811829,-34.02116394
58,22.17797470,-35.73523712
59,22.51752090,-35.61051559
61,3.54816246,-5.76714849
62,14.75502396,13.68627739
63,3.46117306,-14.00448608
64,3.80371022,-13.84508133
66,10.02516937,-16.05801964
67,10.02533913,-16.05723953
68,17.01698112,-31.83715248
69,13.63392448,-24.65952110
71,1.03670788,19.46904182
72,5.17474794,14.02840710
73,2.52488136,15.78399754
74,1.49724007,28.21840096
76,3.81610537,-7.08962774
77,3.50858235,-6.95055151
78,4.52651596,-14.96150780
79,12.88067532,-20.22128868
81,-11.94704628,-18.86217690
82,12.40648556,22.71977806
83,-12.74468803,-18.99267387
84,-18.18640518,-24.69863319
85,-12.44326687,-18.22332573
86,11.63823605,23.87735558
88,-17.63222694,20.73675156
89,-17.93133545,21.50508308
90,-18.52959061,20.95327187
91,-4.58111620,27.24722481
92,-4.74157047,27.56958580
93,-8.42868996,15.54604244
95,-18.76204872,18.71162033
96,-18.62464523,17.76773453
97,-19.63626480,18.78784180
98,-8.35270119,15.37184334
99,-19.53936386,17.84692001
100,-8.15157127,26.77065277
102,9.27659988,10.17607594
103,4.70217705,-41.50202942
104,5.90573978,-41.84942627
105,5.00301600,-40.66180801
106,5.09282970,-42.32625961
107,5.91872072,-40.93467712
109,-18.80373764,-19.26388741
110,-16.89456367,-18.45231056
111,-19.25871086,-18.26441574
112,-17.27545929,-17.42896080
113,-17.71975136,-19.14259338
114,-18.22323227,-17.95894623
116,-19.44882011,-14.90931416
117,-20.29023933,-15.61137581
118,-18.09882164,-15.93609047
119,-20.06594467,-16.71381378
120,-18.35350037,-14.89182568
121,-19.10387039,-16.19247818
123,-13.51777458,-25.73234940
124,-12.81840038,-26.33215141
125,-12.24169159,-24.94393921
126,8.44145107,11.32248688
127,-12.03095150,-25.84362030
128,-13.16368008,-24.88018990
130,10.05341339,-43.04478455
131,9.56023026,-45.03293610
132,9.63762188,-43.96128082
133,10.52052212,-44.36902618
134,8.93938351,-43.18610764
135,8.63347912,-44.33304214
137,5.58811426,28.59229088
138,1.29856157,-9.44925308
139,2.13944864,-8.99318886
140,7.02506399,16.08728600
141,-7.85687685,28.09548378
142,6.42063093,16.20586967
144,14.62542057,14.05417919
145,-2.35216975,-10.19803905
146,11.01772499,8.07415199
147,-12.51903343,16.16263390
148,10.68680191,-27.92132378
149,0.81212956,-13.64683819
151,12.88923740,-18.52066422
152,6.66885281,-33.74272919
153,13.46187210,-29.28345680
154,-15.66291428,-15.14123440
155,14.02583790,-28.95110703
156,6.24256277,-33.56423950
158,12.65327930,-18.02334023
159,6.83237982,-32.72188187
160,7.29769754,-31.67510986
161,15.90249825,-31.43962479
162,11.76741028,-43.13954163
163,14.39299202,-33.92435074
165,0.64314407,32.90536118
166,1.33520591,26.30375481
167,-3.53763390,32.72706985
168,0.59082121,26.61740875
169,-1.10480523,26.35331535
170,-8.35391617,35.77109909
172,12.31685638,16.16258049
173,-2.76182461,-11.11374760
174,-1.93794823,-12.65599155
175,-2.21024227,-12.66825294
176,3.54090428,12.42251396
177,-6.53325939,20.64771652
179,-1.55306149,-19.20288849
180,13.28734398,-33.65814209
181,14.03582287,-30.72702980
182,14.65945053,-31.14169312
183,14.99647427,-30.28452682
184,13.51089287,-33.17174149
186,6.82546759,28.97030640
187,-14.96848965,25.06807327
188,-2.90322661,12.48191547
189,1.21361029,18.49208832
190,-6.63061666,33.05575943
191,-0.16646004,17.40863800
