0,0.16846454,0.15926027,0.06548778,0.76120746,-0.08711287,-0.27484810,0.23614012,-0.10193916,0.43044773,-0.44603831,-0.14442015,-0.30300340,-0.74185765,0.34742430,-0.17963804,0.18151766,-0.10693447,-1.01274145,-0.27198818,-0.11617517,0.35659078,-0.23089953,0.40693825,-0.03431479,-0.55903661,0.17543913,0.44919884,0.44957328,-0.04398628,-0.03598259,0.04723555,-0.90277797,-0.95760363,0.43147859,0.29344982,0.09184984,0.43595111,-0.76201683,1.00247347,0.32086754,-0.11578841,0.61757231,0.48653543,0.15301216,0.46703538,0.20220953,-0.43536088,0.62375510,0.07904308,0.33632901,0.32666382,0.62316847,0.51429003,0.11057686,-0.27344754,0.84283072,-0.75193846,0.14869271,0.05965451,-0.40568602,-0.32763696,-0.42589286,0.23598833,0.12040970
1,0.12959281,-0.02349267,-0.34624484,0.38783407,-0.66108084,0.27947623,0.24658765,-0.22990203,0.51446205,0.00647274,-0.78592724,0.17043839,-0.71255791,-0.00779185,0.60182011,-0.46996805,0.21868974,-0.86386603,-0.08072069,-0.66675240,0.79963112,-0.45501184,0.33694842,0.11866046,-0.64756471,-0.54838860,1.06451380,0.23221077,0.56423563,-0.20890598,0.37059638,-0.29093611,-0.22659400,0.03397089,0.52114660,0.04008251,0.35153443,-0.44114801,0.57739532,0.43226206,-0.14857925,0.86539304,0.25949499,-0.40903044,-0.24101840,-0.00788029,-0.37755004,0.79415101,0.44334444,0.27202815,-0.03543393,0.93650657,0.08152106,-0.23850690,-0.31421512,0.47386625,-0.75442505,0.33848426,0.32060114,-0.17211297,-0.06999057,0.19435067,0.65057188,0.37397152
39,0.02417330,0.02613704,0.13539241,0.57967639,-0.10515632,0.42168149,0.06223712,-0.41023782,0.34763873,0.15493834,-0.35379875,0.19882157,-0.69972479,0.08299398,0.02887849,-0.19891965,-0.25738871,-0.49123546,-0.39019883,0.02563541,0.56450224,-0.62563568,0.21354666,0.07200170,-0.43404847,-0.49795100,0.00746242,0.17351864,0.27638826,0.03863597,0.30879265,-0.40498963,-0.63568252,0.45625570,0.36760193,-0.09744490,0.16767731,-0.50310177,0.80008787,0.64652801,-0.13472022,0.54818195,0.50985801,-0.09528890,0.34815863,-0.23481309,-0.57662457,0.62506807,0.13030672,0.20146404,0.82984418,0.51964265,-0.11724684,-0.45066726,-0.24108566,0.02598192,-0.59296042,0.28212842,0.15396735,-0.40689933,-0.39287919,-0.08861752,0.36967283,0.33498177
115,0.05492256,-0.27661899,0.48913544,0.28001183,-0.60854328,0.28455302,-0.59687424,-0.33556771,-0.50056666,-0.31855321,-0.08161474,0.58259839,0.22768898,0.28560996,0.02761356,-0.56787688,0.08085132,-1.03807461,-0.30682549,0.23065488,0.15505680,-0.76970106,0.85930812,-0.01682783,-0.22495262,-0.44632238,0.24074930,0.22196347,0.20088187,-0.36982799,-1.14576924,0.23272285,-0.07663932,0.42236131,-0.12414758,-0.31195775,0.39868319,-0.38699991,0.01882790,0.16483246,-0.82604045,-0.62794369,0.13614722,0.32448089,0.07303122,-0.29175332,-0.85198694,0.55724025,-0.75699085,-0.29582855,0.08426462,0.47765183,0.59269482,-0.33537591,-0.10775386,-0.01293691,-0.09032386,-0.71030825,0.35925186,0.30397466,-0.48865294,0.01062663,0.07426195,-0.82682675
2,0.32794017,-0.45974594,-0.15886445,0.73204309,-0.53150266,-0.62974882,-0.00237899,-0.65707612,-0.07390471,-0.63266188,0.52207971,-0.19967492,-0.54005873,-0.25550956,0.37932754,0.42788488,-1.03041530,-0.41441232,0.60608870,0.89737606,-0.10399044,-0.73594075,-0.09722184,1.22454798,-0.03617599,0.48089787,0.29864493,0.64005065,0.87832206,0.01995693,-0.08338175,-0.00771516,-0.19490208,-0.10284922,-0.25756255,-0.24132302,0.02635244,-0.74138671,-0.71775848,0.46054238,-1.21450388,0.12940551,-0.13399245,-0.58043569,0.61622369,-0.40770993,-0.61268085,-0.12935966,-0.59806383,0.61511743,-0.21450481,-0.60731554,0.02570870,0.30570325,0.85179830,-0.28816208,-0.19068502,-0.28690967,-0.43905252,-0.61264974,-0.24622524,-0.16148503,-0.04140135,-0.11987180
80,0.14568888,-0.26764578,0.76900464,0.39020741,-0.71962333,0.29185238,-0.65799230,-0.21353482,-0.54064161,-0.39556417,-0.30322862,0.38638863,0.44780222,0.40324253,0.18631192,-0.55351996,0.09894873,-1.06599963,-0.06134528,0.30346501,-0.15893506,-0.78943294,0.81459367,0.11246070,-0.53987664,-0.46592626,-0.12287821,0.30217153,0.37578970,-0.40465921,-1.25070345,0.40467623,0.02076658,0.54605007,0.00929798,-0.38357681,0.38957727,-0.30532691,0.05909484,0.25438333,-0.79872060,-0.77882826,0.32767600,0.17296270,-0.10540718,-0.54886413,-1.05950212,0.40852779,-0.47308606,-0.35942936,0.15937421,0.41312689,0.46368939,-0.31451157,0.18375680,-0.09512188,-0.24015500,-0.87361401,0.47457370,0.30617365,-0.44463137,0.09589042,0.21716452,-1.11019766
3,0.15053599,0.01396118,0.00714654,0.41730106,-0.30369249,0.47726539,0.23002402,-0.18613203,0.12385969,0.14438012,-0.64818257,0.15540205,-0.92403328,0.10011215,0.25768876,-0.08653209,-0.05316745,-0.65310711,-0.39498323,-0.20046365,0.32488367,-0.43339354,0.40975803,-0.04713162,-0.42927650,-0.41493639,0.31845152,0.06748032,0.40580979,0.01315365,0.32774714,-0.30709711,-0.38179109,0.38559157,0.25570512,-0.09829570,0.11114541,-0.29059544,0.39802775,0.24838457,-0.12050240,0.55361080,0.44482961,0.00917694,0.18094517,-0.04726789,-0.66511601,0.67411870,0.33939189,0.23841093,0.44793910,0.53132677,-0.08965238,-0.22830135,-0.11172678,0.14547484,-0.46131259,0.42038432,0.33642995,-0.01890127,-0.30925360,0.12598334,0.35243669,0.40400341
4,0.04312101,-0.32180709,0.21218599,0.52788818,-1.06066310,-0.12742183,-0.16813512,-0.24184185,-0.68368906,-0.46234527,0.03608171,-0.23128308,-0.87528014,-0.28640968,-0.01182164,0.32047650,-0.71664810,-0.41907007,0.48858404,0.07252224,-0.08327219,-0.93342859,-0.01961916,0.82364142,0.06971533,0.01134911,0.62974179,0.67932290,1.05376697,0.40736017,-0.48835400,0.07471009,0.17768371,0.13975683,-0.52076072,0.36151668,0.10872199,-0.72827750,-0.78909653,0.45146823,-1.10870957,-0.05413318,0.31838706,-0.63021260,0.89011067,-0.19198169,-0.44127467,-0.16993418,-0.25718799,0.29246682,0.01168443,-0.37536177,-0.35509616,-0.34717083,0.85022873,-0.34068301,0.48197207,0.19817956,0.02218290,-0.07457224,0.24168904,0.21170071,-0.11096466,-0.45297059
185,0.26399931,-0.47531924,-0.03896786,0.16215321,-0.69385445,-0.29024181,0.13304500,-0.26440313,-0.37247166,-0.50534827,-0.12415980,-0.13393490,-0.71655250,-0.00388140,0.09371848,0.25213519,-0.59743267,-0.52983278,0.61590111,0.18836357,-0.00429888,-0.77464300,-0.09082122,0.67681587,-0.25070426,0.03014887,0.59935308,0.78024542,1.01846635,0.08413851,-0.20501618,0.03637947,-0.09744979,-0.05952431,-0.07591280,0.59017688,-0.10594254,-0.23683782,-0.53399360,0.54057962,-0.62353778,0.03774773,0.48472348,-0.44770247,0.23774230,-0.44841620,-0.35537860,-0.07420320,-0.16923890,0.25841716,-0.10049562,-0.04788573,-0.16633019,0.07321578,0.83546454,-0.17342107,-0.11003137,0.13962479,0.07363331,-0.28030378,0.43410811,-0.03146283,-0.49965319,-0.25964275
5,0.47007084,-0.00751690,0.26873991,0.45019206,-0.73730552,-0.50406379,0.11588439,-0.61293101,-0.08683996,-0.35535714,0.26020253,-0.23233248,-0.59401757,-0.00624731,0.20167047,0.35105622,-1.01735818,-0.57255358,0.40773863,0.23117726,-0.08231974,-0.75790960,0.06016044,0.58676213,-0.34664595,0.22595870,0.33208296,0.92614913,0.68702829,0.25442004,-0.11535043,-0.16128115,-0.15736161,-0.00305877,-0.07730886,0.54857445,0.40499660,-0.57724541,-0.35781786,0.46624103,-0.48433271,-0.08398041,0.20805047,-0.07925743,0.51726645,-0.31256151,-0.28384882,-0.35534716,-0.23275486,-0.18867536,0.03883767,-0.46822083,0.09870208,0.12735246,0.86972606,0.00429643,-0.00865814,0.09814714,0.02597274,-0.28278196,0.16086145,-0.01556219,-0.08370202,-0.19036256
