1 0.44538358,0.208473,0.046389524,0.0083507635,0.17173085,0.046537716,0.013064725,0.002609776,0.008114009,0.0010759057,0.00012998907,0.00018962719,1.9037909e-05,0.04582166,0.0017977362,0.00028512103,2.7000724e-05
2 0.208473,0.44523537,0.1704342,0.046389524,0.04653772,0.0146652805,0.03608222,0.013064761,0.0010827711,0.00012250325,0.00010117272,0.000831074,0.00010862326,0.008195044,0.0066743228,0.0017988338,0.00020357776
3 0.046389524,0.1704342,0.3108834,0.1751482,0.013064761,0.036082223,0.1196094,0.06859604,0.00020353807,0.000108038024,0.0008235882,0.0058634174,0.0010156139,0.0017988315,0.03511556,0.012983218,0.0018804565
4 0.0083507635,0.046389524,0.1751482,0.43964258,0.002609776,0.013064725,0.06859553,0.17514715,2.6998458e-05,1.900025e-05,0.00018907522,0.0017310914,0.0012598584,0.0002851209,0.012969298,0.046375137,0.008196177
5 0.17173085,0.04653772,0.013064761,0.002609776,0.3194744,0.17013028,0.035123084,0.006026073,0.045814794,0.008121494,0.0011643602,0.0009260619,0.00010800466,0.1716498,0.00658003,0.00083794305,0.00010058118
6 0.046537716,0.0146652805,0.036082223,0.013064725,0.17013028,0.43254536,0.14102638,0.035123084,0.008106486,0.0011707481,0.0010086695,0.0064984076,0.0009931505,0.045644682,0.039815243,0.006586964,0.0010006028
7 0.013064725,0.03608222,0.1196094,0.06859553,0.035123084,0.14102638,0.22639008,0.11952891,0.001000638,0.0009936608,0.0065047955,0.034392595,0.007391006,0.0065869656,0.14094475,0.03528574,0.007479533
8 0.002609776,0.013064761,0.06859604,0.17514715,0.006026073,0.035123084,0.11952891,0.31087008,0.000100583085,0.00010803565,0.0009265035,0.0068237227,0.008911654,0.00083794317,0.03521106,0.1703601,0.04575454
13 0.008114009,0.0010827711,0.00020353807,2.6998458e-05,0.045814794,0.008106486,0.001000638,0.000100583085,0.45251185,0.21031736,0.052853994,0.0081214905,0.0010752806,0.20936559,0.0011712958,1.8925379e-05,0.00011439035
14 0.0010759057,0.00012250325,0.000108038024,1.900025e-05,0.008121494,0.0011707481,0.0009936608,0.00010803565,0.21031736,0.45251185,0.20936559,0.04581472,0.0081134215,0.052853994,0.008105934,0.00012246118,0.0010752807
15 0.00012998907,0.00010117272,0.0008235882,0.00018907522,0.0011643602,0.0010086695,0.0065047955,0.0009265035,0.052853994,0.20936559,0.44547257,0.17164874,0.04581472,0.009073258,0.045637086,0.0011643909,0.008121492
16 0.00018962719,0.000831074,0.0058634174,0.0017310914,0.0009260619,0.0064984076,0.034392595,0.0068237227,0.0081214905,0.04581472,0.17164874,0.31946093,0.17165682,0.00116436,0.1700476,0.008925535,0.04590383
17 1.9037909e-05,0.00010862326,0.0010156139,0.0012598584,0.00010800466,0.0009931505,0.007391006,0.008911654,0.0010752806,0.0081134215,0.04581472,0.17165682,0.4454731,0.00012245927,0.04573372,0.052839052,0.20936447
9 0.04582166,0.008195044,0.0017988315,0.0002851209,0.1716498,0.045644682,0.0065869656,0.00083794317,0.20936559,0.052853994,0.009073258,0.00116436,0.00012245927,0.44547266,0.0010161947,9.251226e-05,1.8925275e-05
10 0.0017977362,0.0066743228,0.03511556,0.012969298,0.00658003,0.039815243,0.14094475,0.03521106,0.0011712958,0.008105934,0.045637086,0.1700476,0.04573372,0.0010161947,0.4325303,0.007649643,0.009000215
11 0.00028512103,0.0017988338,0.012983218,0.046375137,0.00083794305,0.006586964,0.03528574,0.1703601,1.8925379e-05,0.00012246118,0.0011643909,0.008925535,0.052839052,9.251226e-05,0.007649643,0.44532382,0.20935059
12 2.7000724e-05,0.00020357776,0.0018804565,0.008196177,0.00010058118,0.0010006028,0.007479533,0.04575454,0.00011439035,0.0010752807,0.008121492,0.04590383,0.20936447,1.8925275e-05,0.009000215,0.20935059,0.45240834
