,0,1
0,15.844654083251953,-26.4036922454834
1,3.776578664779663,-11.1170654296875
39,18.62674331665039,-16.94383430480957
115,-0.5506400465965271,-63.421173095703125
2,-51.67117691040039,15.7124605178833
80,0.35462215542793274,-62.89638900756836
3,13.639119148254395,-7.127868175506592
4,-38.52254867553711,22.162960052490234
185,-42.693809509277344,19.229928970336914
5,-43.69212341308594,12.362098693847656
6,-44.989784240722656,15.832094192504883
7,6.509423732757568,-5.421265125274658
8,-45.02763748168945,22.947303771972656
136,-36.47236251831055,16.63573455810547
9,7.494746208190918,-22.002302169799805
10,17.75099754333496,-21.789649963378906
55,9.466097831726074,-7.119565963745117
11,-49.94987487792969,13.719390869140625
129,0.15411637723445892,-64.0561752319336
12,9.3722505569458,-10.763653755187988
13,-46.04510498046875,16.897197723388672
50,23.074600219726562,-12.259000778198242
14,5.490484714508057,-4.4677815437316895
15,19.255590438842773,-19.094106674194336
150,-45.18971633911133,16.705358505249023
16,9.704656600952148,-24.809188842773438
122,1.1621177196502686,-63.893096923828125
17,18.638578414916992,-6.981592178344727
65,23.34201431274414,-12.065085411071777
18,6.684163570404053,-5.987625598907471
143,-42.806461334228516,20.275054931640625
19,-41.59004592895508,12.003655433654785
75,10.878241539001465,-18.164201736450195
20,-45.35055923461914,9.70732593536377
21,-46.6960563659668,23.547536849975586
22,-51.681724548339844,15.843528747558594
23,17.444202423095703,-22.947845458984375
24,-49.00526809692383,13.973862648010254
87,-0.4495364725589752,-65.73979949951172
25,-46.07029342651367,23.19276237487793
26,5.282182216644287,-4.185881614685059
27,11.03589153289795,-6.879031181335449
178,-38.53508758544922,17.326824188232422
28,-44.29064178466797,12.245489120483398
70,9.77305793762207,-25.088275909423828
29,10.01133918762207,-5.697795867919922
30,9.383319854736328,-23.27127456665039
45,20.712156295776367,-15.258493423461914
31,17.60930061340332,-22.383325576782227
40,-0.6905162334442139,-60.17893981933594
32,16.948728561401367,-7.718406677246094
101,-0.27852708101272583,-62.31609344482422
33,9.090699195861816,-5.740939617156982
157,-38.5016975402832,22.179073333740234
34,-50.237918853759766,12.829791069030762
60,20.536521911621094,-15.12775993347168
35,15.481302261352539,-21.4942684173584
36,-50.74509048461914,13.627354621887207
94,0.9096630215644836,-64.73786926269531
37,15.970980644226074,-22.211360931396484
38,-51.32693099975586,13.840550422668457
108,-0.8081286549568176,-65.44869232177734
164,-41.20993423461914,11.84050464630127
41,-35.2849006652832,-34.73981857299805
42,-35.14591979980469,-34.459205627441406
171,-43.412288665771484,21.35731315612793
43,11.826546669006348,-17.793231964111328
