18,0.67389148,-0.81155246,0.68955010,0.39490002,0.43985868,-0.60524547,-0.09375923,-0.37303621,0.53711945,0.21059969,0.32540631,0.48310181,-0.36423692,0.01107373,0.02204037,-0.47866476,0.12245341,0.03689291,0.91646814,-0.81988823,1.02066135,0.49639717,1.04348850,-0.28422958,-0.97525936,0.43393731,-0.03873856,0.27586463,0.43107280,0.35037857,0.19796227,-0.99284899
19,0.83649337,-0.73918092,0.68090975,0.09695262,0.56585771,-0.26516467,-0.57284415,-0.42733052,0.58566785,0.34831595,0.47723061,0.58426070,-0.63499039,-0.21417321,-0.39328507,-0.34385163,0.14220341,-0.16509053,0.75163811,-0.81885159,0.84530258,0.39888695,0.59317094,-0.37139839,-0.40332153,0.41013190,0.08845757,0.31995371,0.41402775,0.28463012,0.47734761,-0.55317497
20,0.81202102,-0.52957273,0.56229508,0.14532502,0.62102455,-0.03988357,-0.17555602,-0.36033118,0.62892485,0.51793122,0.37918136,0.27081612,-0.88322783,-0.07740790,-0.62857425,-0.52564555,0.28889716,-0.42389721,0.74510896,-0.64788181,0.59546715,0.54874027,0.41902182,-0.23978245,-0.51584166,-0.06821550,-0.30323380,0.69225639,0.48526153,0.34217876,0.53472793,-0.58860934
21,0.83992320,-0.29629368,0.44008890,0.26231924,0.35579288,0.45337629,-0.22599301,-0.33891523,0.45642361,0.44179335,0.60746187,0.00002198,-0.59792238,-0.33661556,-0.32931575,-0.39613888,-0.03738024,-0.64627302,0.49393037,0.00548939,0.44987842,0.34493139,0.27927151,-0.13552266,-0.45287007,-0.09077860,-0.24020196,0.73312306,0.11980844,0.04226002,0.84603435,-0.00656609
22,0.83816272,-0.18788321,0.49217278,0.28210640,0.22528623,0.64498216,-0.35228610,-0.11871932,0.36857414,0.42254987,0.75151920,-0.10462944,-0.27177560,-0.22955360,-0.05274073,-0.10752927,-0.09517807,-0.81725430,0.37766182,0.31409329,0.28998682,0.22710040,0.24198729,-0.18888110,-0.70968652,-0.30417931,-0.25036687,0.90496206,-0.04115512,-0.04854217,0.93453592,0.29106984
23,0.74716401,-0.16142452,0.43519056,0.28667206,0.32045779,0.63007367,-0.34966415,-0.00967207,0.44274190,0.39031678,0.68735218,-0.19512430,-0.25451088,-0.09906251,0.01425863,-0.09107777,-0.08543707,-0.85932392,0.38808271,0.36068657,0.23834868,0.22302938,0.18934894,-0.23746486,-0.74500203,-0.44167441,-0.36043933,1.07808983,-0.15612425,-0.00375509,0.94494784,0.19959541
24,0.97477514,-0.17514969,0.60794991,0.41093031,0.19703494,0.72121716,-0.17526349,-0.33015928,0.37706104,0.48470592,0.84364659,-0.05415912,-0.34825853,-0.46162033,-0.34875935,-0.20450410,-0.19066811,-0.64225322,0.26303911,0.27078649,0.31009889,0.24329364,0.29911193,-0.09583491,-0.46951285,-0.16187552,-0.12923227,0.57743120,-0.00589432,0.04618193,0.98362589,0.33655629
25,1.08872640,-0.25038755,0.21820921,0.23463640,0.34644774,0.36825883,-0.28188282,-0.13183954,0.51992548,0.49310315,0.82721162,-0.01057621,-0.26392373,-0.24696454,-0.12935141,-0.14559916,-0.15420367,-0.82409400,0.26651010,0.44998264,0.09894745,0.14499940,0.28881428,-0.05100607,-0.48908979,-0.20289212,0.01318488,0.88381171,-0.22141586,0.15364645,1.01591158,-0.01331478
26,0.94647741,-0.19407618,0.24485019,0.12904346,0.40282458,0.40627742,-0.26427570,-0.15881021,0.45788234,0.38840103,0.66414666,-0.17389441,-0.35022008,-0.25603628,-0.04906546,-0.27671096,-0.12133513,-0.93543512,0.44074982,0.36582881,0.18516700,0.28760052,0.33908233,-0.11506713,-0.64278334,-0.28715265,-0.27894083,0.98493642,-0.12437425,0.07418642,0.92082876,-0.06027008
27,0.84816158,-0.42090416,0.53417116,0.31279802,0.29019818,0.68812543,-0.31967837,-0.05226723,0.44000190,0.45284995,0.71380323,-0.17545429,-0.31701204,-0.08892784,-0.13425325,-0.06244438,-0.11966825,-0.82011223,0.11803413,0.26585329,0.26231420,0.07562986,0.36965260,-0.14086390,-0.59823495,-0.34096119,-0.24059384,0.84204024,-0.10895344,-0.04157076,0.99396116,0.36868405
28,0.74066579,-0.46731576,0.50174868,0.21191067,0.34694734,0.51918334,-0.40694621,-0.05769126,0.47986799,0.44422868,0.58798057,-0.04553501,-0.47709504,-0.01674197,-0.18365934,-0.14243117,0.04776838,-0.73747051,0.35394803,0.01648892,0.36613688,0.18256287,0.24912730,-0.21187635,-0.58998334,-0.28221962,-0.27621263,0.91026467,0.06340549,-0.02545373,0.90710676,0.17705652
29,0.94336939,0.00414730,0.45433459,0.37564856,0.24315713,0.62796658,-0.20144577,-0.28476176,0.40326568,0.43809947,0.83110428,-0.08366990,-0.27401564,-0.46399036,-0.19337113,-0.23598202,-0.19448453,-0.72155625,0.44040835,0.40639353,0.24395931,0.33086348,0.21312988,-0.13718562,-0.58797598,-0.22665392,-0.19079094,0.81921661,-0.14912075,0.10452339,0.94656068,0.15296847
30,0.88423264,-0.03386287,0.43948948,0.24162698,0.23044574,0.58918560,-0.27307901,-0.22964652,0.30099607,0.36811566,0.74814844,-0.15012178,-0.24283847,-0.40515479,0.03209720,-0.26103011,-0.22196914,-0.86248183,0.47305217,0.41321468,0.33102828,0.35691562,0.37685066,-0.16252246,-0.73629051,-0.24565044,-0.28636733,0.80717701,-0.04721087,-0.05222185,0.91016448,0.16655245
