0,0.79785037,-0.21114044,0.95788002,0.46988916,0.60238534,-0.27660954,-0.39198199,-0.12546818,0.37005734,0.28806990,0.63680595,0.47537786,0.60129678,0.00805603,0.61077791,0.55688900,-0.25825587,0.16093928,0.29497534,-0.78276330,0.03346128,0.27430865,1.40940106,-0.56024683,-1.38987625,-0.24668311,0.05881531,-0.33895123,-0.59442461,0.58739257,-0.48416889,-0.61348975
1,0.62725168,0.06747621,0.90837181,0.41309983,0.57284963,-0.21415666,-0.25156426,-0.12148572,0.25857735,0.48081595,1.03207815,0.61570007,0.66411942,-0.05683472,0.39930737,0.78038710,-0.29242086,-0.04167831,-0.22675209,-0.71059304,0.11239910,0.12011418,1.20768917,-0.33780736,-1.21735930,-0.48162165,-0.30106178,-0.15467340,-0.67942685,0.73725653,-0.77158898,-0.35593271
2,0.41917259,-0.06596170,0.77065879,0.40356106,0.31906271,0.04994598,-0.08660033,-0.18361926,0.35265872,0.60904342,0.93028224,0.57272637,0.81244576,-0.42602935,-0.01542532,0.46188733,0.05267842,0.09770337,-0.11809562,-0.71626347,-0.39723426,0.03171441,0.79045469,-0.29092169,-1.23522329,-0.73890150,-0.51516569,0.01961601,-0.96620542,0.73257458,-0.97138888,0.01187467
3,0.27672431,0.08643469,0.80633694,0.31694019,0.35534254,-0.07027095,0.12794693,-0.22691710,0.14516453,0.20110410,1.05683529,0.43831518,0.66622448,-0.49600905,-0.15748903,0.74808073,-0.03544725,-0.24108969,-0.66361362,-0.61416054,-0.01840317,-0.05309730,0.40878826,-0.01612674,-0.84875941,-0.66865212,-0.59548301,0.30015859,-0.65450460,0.66410416,-1.00707209,0.05765689
4,0.03077974,-0.36495212,0.78425407,0.37657344,0.05600776,-0.13270530,0.25068083,-0.27591398,-0.11950596,0.12808342,0.94695503,0.34518445,0.69162530,-0.61658412,-0.47533292,0.82021922,0.45257819,-0.50162750,-0.47820130,-0.67637497,-0.18935025,0.20554419,0.00036276,0.11538968,-1.06529438,-0.64571661,-0.21589641,0.62336057,-0.60004622,0.18306036,-1.08166838,0.08483144
5,0.19498949,-0.44268823,0.87101275,0.40684080,0.12355135,-0.31538945,0.33439007,-0.25792712,-0.09439624,-0.51701730,1.00478160,0.16289690,0.30989361,-0.80203140,-0.38152781,0.76467276,0.40175906,-0.67455077,-0.45797601,-0.75258690,0.17155886,-0.04514728,-0.41311148,0.15335505,-0.60638773,-0.51532310,-0.28876907,0.80185908,-0.31759974,0.32963312,-1.06999910,0.39167187
6,-0.04327514,-0.69870222,0.67256868,0.22979769,-0.20480578,-0.12321076,0.42056328,-0.45206618,0.13766453,-0.82558751,0.70010382,-0.00596686,0.80066794,-0.53579885,-0.58156455,0.45603347,0.40356237,-0.24064183,-0.08784574,-0.14554051,0.05858766,-0.21079679,-0.26874971,-0.14137286,-0.91542691,0.47391561,-0.53767574,0.52506483,-0.37772760,-0.01189069,-0.32463443,0.11119036
7,0.02176674,-0.63614184,0.70748848,-0.08538668,-0.24730873,-0.26434278,0.26401070,-0.13439573,0.43737614,-0.97751266,0.58101392,-0.27939075,0.97592646,-0.60726017,-0.53256065,0.33623549,0.17247358,-0.06603096,-0.02999474,-0.11954406,0.41716635,-0.15992312,-0.09988797,-0.04935340,-0.62625456,0.37799308,-0.32618982,0.67133743,-0.48056510,0.31330982,0.11289716,-0.02196161
8,0.13690524,-0.54287279,0.58032906,-0.21114169,0.10347745,-0.40720630,0.37971345,-0.05620545,0.50940251,-1.00351727,0.70460349,-0.38205928,0.93861914,-0.77847940,-0.21439147,0.27713627,-0.10411884,-0.01522532,-0.03111627,0.07943516,0.44856825,-0.26130205,-0.05626116,-0.14017680,-0.53874898,0.15045346,-0.21902840,0.57321173,-0.43425289,0.49195695,-0.05700837,-0.12590416
9,0.17781831,-0.77158970,0.61269575,-0.04006656,0.01261284,-0.44934133,0.38729322,-0.15119113,0.41773850,-1.13805604,0.73109376,-0.38366821,0.83593774,-0.56096536,-0.12800781,0.31412697,0.07513975,-0.20742825,0.25961927,0.00526138,0.48303020,-0.29626673,-0.20632607,-0.20408253,-0.61423343,0.39679876,-0.19301088,0.55577904,-0.46786299,0.26900262,-0.00553602,0.07398473
10,0.24457759,-0.86592108,0.58018148,-0.16389458,-0.02174115,-0.41915280,0.49367061,-0.16224249,0.41245973,-1.27008569,0.74313927,-0.40326986,0.77558279,-0.69715005,-0.24053532,0.28236386,0.03475451,-0.20003085,0.13718547,0.13744834,0.48261663,-0.19783022,-0.13259727,-0.21063705,-0.70593107,0.48726800,-0.14555429,0.63687354,-0.16573612,0.23281546,0.15459247,-0.09246764
11,0.13844603,-0.59621155,0.66945529,0.06274510,0.13211416,-0.27154425,0.52876753,-0.31448695,0.42401889,-1.10518670,0.42323026,-0.30529076,0.74646360,-0.87977487,-0.39963445,0.38289493,-0.03162847,-0.05542396,-0.50410378,0.09818928,0.47490561,-0.17869294,-0.14734209,-0.16000555,-0.83794385,0.30919355,-0.30678421,0.76955301,0.08964989,0.16992605,-0.00674196,-0.20813271
12,0.11619637,-0.71477979,0.64876390,-0.13608210,-0.14392868,-0.34175324,0.37442699,-0.11122884,0.38483447,-1.03319120,0.67637628,-0.25591522,0.85029656,-0.69594204,-0.39638728,0.32524234,0.12651564,-0.14405748,-0.06423449,-0.03863014,0.40473780,-0.14333194,-0.09958254,-0.05996796,-0.61347020,0.29936436,-0.21101810,0.64606249,-0.29823804,0.32102773,0.03076329,-0.07034551
13,0.13730997,-0.75096774,0.58954215,-0.14383133,-0.02939603,-0.40250617,0.38754499,-0.11256971,0.38246265,-1.03047538,0.84143144,-0.29367098,0.86927080,-0.61492658,-0.21940237,0.25870621,0.08905135,-0.17691290,0.25138345,0.03676252,0.32370591,-0.26203892,-0.18293549,-0.18413050,-0.57413310,0.32409790,-0.22894259,0.47323269,-0.52111191,0.32196212,-0.08790748,0.02754274
14,0.05502732,-0.74022865,0.68594074,-0.20647910,-0.10290477,-0.33475962,0.40743908,-0.12290192,0.52094769,-1.09340835,0.61005062,-0.46185273,1.00116408,-0.84695828,-0.50458658,0.24107924,0.08248585,-0.11649744,-0.05311057,0.15892562,0.50772816,-0.14487895,-0.11944573,-0.05541527,-0.67144024,0.34501308,-0.21494472,0.81797743,-0.37193680,0.29515463,0.21806759,-0.26666886
15,0.20228674,-0.58256847,0.63422483,0.03436226,0.02676249,-0.21777543,0.46293104,-0.24820492,0.39873374,-1.00924957,0.62339121,-0.14573926,0.91338235,-0.62773305,-0.20619386,0.38447505,-0.04397965,0.04385294,-0.27884957,0.00302641,0.24307211,-0.28901085,-0.07157303,-0.23586704,-0.81289321,0.37777764,-0.46454838,0.43566176,-0.26931879,0.23676443,-0.03610063,0.09710240
16,0.49010572,-0.39924118,0.76985681,0.13179201,0.59217006,-0.60846680,-0.05135775,-0.05723119,0.47430548,0.51213759,0.66853064,0.62597692,0.39652669,0.15910505,0.36244017,0.27438733,-0.22794953,0.12187278,0.19432752,-0.73982000,0.78506333,0.44440153,1.53950608,-0.44294950,-1.21577775,-0.08736961,0.04760849,-0.25175071,-0.30230343,0.50996017,-0.13482085,-1.01756620
17,0.62745857,-0.68871182,0.82177007,0.25561720,0.50504237,-0.54755402,-0.48453042,-0.36461321,0.46827939,0.33544981,0.56986845,0.78055161,-0.03719102,-0.10045661,0.10971045,-0.04938326,-0.02353511,0.22747578,0.56888086,-1.03688049,0.88841856,0.32304671,1.15134597,-0.42106465,-0.83914649,0.39264339,0.09988199,-0.13534039,0.07583655,0.42540336,-0.13203107,-0.74516159
