1 2 0.5276785731548443
1 3 0.6388674319605343
1 4 0.679288879444357
1 5 0.8911166993202642
1 6 0.8387831614818424
1 7 0.8387831614818424
1 8 0.8042586710071189
1 9 0.912239215162117
1 10 0.9322637282020878
1 11 0.8911166993202642
1 12 0.8963967009913176
1 13 0.911129096581135
1 14 0.8864450209657662
1 15 1.0176989805913763
1 33 0.40785807388601825
1 34 0.32389692927245045
1 32 0.8951050493633373
1 22 0.9119196065003052
1 20 1.0080561500508338
1 18 0.9119196065003052
1 31 0.8393339788308367
1 29 0.8936274198058527
1 28 0.8502128507534508
1 17 1.1636823252774775
1 16 1.0176989805913763
1 19 1.0176989805913763
1 21 1.0176989805913763
1 23 1.0176989805913763
1 24 0.9075340560812037
1 30 0.936466143684811
1 26 1.0282347226602724
1 25 1.0252484381926479
1 27 1.0149197190330597
1 37 0.00184390100184828
1 48 0.8950629342871251
1 49 0.9120008643949404
1 54 1.0077889280510135
1 40 0.9120008643949404
1 60 0.8862642606836744
1 62 0.911007878545206
1 67 0.8968950099661015
1 53 0.8930374740157276
1 41 0.972071239782963
1 43 0.8040053670993075
1 55 0.840823385224212
1 50 0.840823385224212
1 63 0.8930374740157276
1 59 0.6790488358237781
1 38 0.6386422798386774
1 39 0.5265226141782477
1 65 0.8975320546305737
1 58 0.9319519632845186
1 51 0.40831414292915724
1 56 0.8933418902161063
1 45 0.8500467999983812
1 52 1.1636487279902212
1 42 0.3242144777032081
1 64 1.017772376872017
1 66 1.017772376872017
1 61 1.017772376872017
1 46 1.017772376872017
1 47 1.017772376872017
1 35 0.9075301715929527
1 36 0.9365264648367883
1 57 1.0282377209805418
1 44 1.0252239943074528
1 68 1.0149834171461407
2 3 0.455847657925915
2 4 0.21342652809107676
2 5 0.5972116517368704
2 6 0.5680369074689224
2 7 0.5680369074689224
2 8 0.34312122501432896
2 9 0.7065020276349969
2 10 0.6266998236242215
2 11 0.5972116517368704
2 12 0.5638256630627438
2 13 0.5302723019267432
2 14 0.6673399488790892
2 15 0.7286737506074132
2 33 0.3993238488328643
2 34 0.65597604715731
2 32 0.7196126811904833
2 22 0.5774090602062643
2 20 0.7886616199975833
2 18 0.5774090602062643
2 31 0.5988909638253972
2 29 0.6673009615333285
2 28 0.626533600705443
2 17 0.9565736477961764
2 16 0.7286737506074132
2 19 0.7286737506074132
2 21 0.7286737506074132
2 23 0.7286737506074132
2 24 0.6442616666608956
2 30 0.6589939981786302
2 26 0.7426951053639641
2 25 0.7392749581049429
2 27 0.7203895303682657
2 37 0.5283679293934256
2 48 0.7195319944003131
2 49 0.5777698988094926
2 54 0.7887920457287692
2 40 0.5777698988094926
2 60 0.667346547532361
2 62 0.5304316166439094
2 67 0.5657351469271816
2 53 0.5978358824504539
2 41 0.7653476189007051
2 43 0.3432771530933678
2 55 0.5688058114028537
2 50 0.5688058114028537
2 63 0.5978358824504539
