0,228.15081787,375.70166016
1,232.30935669,353.55169678
2,282.89193726,289.02453613
3,55.65859985,441.31924438
4,120.53202820,-207.16270447
5,279.16671753,491.24163818
6,22.91319084,209.25679016
7,-68.29045105,29.07034302
8,-257.26635742,-488.76086426
9,-300.23812866,-452.30584717
10,-264.27551270,-453.32827759
11,-231.37950134,-438.62161255
12,-79.11463165,-28.79775238
13,-255.32624817,-418.56307983
14,-98.58221436,-4.03162384
15,-113.51948547,-31.43206406
16,249.03027344,367.05114746
17,296.94229126,299.26531982
18,70.11391449,450.34927368
19,136.73927307,-201.91452026
20,262.39852905,494.10708618
21,37.45491409,200.35502625
22,-232.42874146,-469.85565186
23,-285.96710205,-424.53942871
24,-287.43890381,-480.75714111
25,-135.61697388,-9.83955002
26,-94.12930298,-59.51652145
27,-150.41040039,-36.81763077
28,-121.86128235,17.77287483
29,-127.86664581,-60.12219620
30,-178.83920288,6.63535213
